station_id,station_name,from_date,to_date,lat,lon,TMK_latest_date,TMK_latest_value,TNK_latest_date,TNK_latest_value,TXK_latest_date,TXK_latest_value,UPM_latest_date,UPM_latest_value
04703,Sigmaringen-Laiz,19510101,20250616,48.0719,9.1943,20250616,15.6,20250616,9.8,20250616,21.5,20250616,78.71
04704,Sigmarszell-Zeisertsweiler,19880501,20250616,47.5776,9.7404,20250616,17.0,20250616,13.7,20250616,21.5,20250616,77.33
04706,Simbach/Inn,19810101,20250616,48.2718,13.0273,20250616,17.6,20250616,13.0,20250616,21.9,20250616,79.08
04709,Simmern-Wahlbach,19790401,20250616,49.9996,7.5981,20250616,16.3,20250616,9.0,20250616,23.5,20250616,69.46
04745,Soltau,19350101,20250616,52.9604,9.7930,20250616,16.5,20250616,12.5,20250616,21.1,20250616,76.50
04748,Sondershausen,18610101,20250616,51.3691,10.8800,20250616,18.1,20250616,11.5,20250616,24.3,20250616,64.38
04763,Sontra,19610101,20250616,51.0607,9.9266,20250616,16.8,20250616,10.5,20250616,22.2,20250616,72.21
04813,"Staffelstein,",20200801,20250616,50.0806,11.0467,20250616,17.0,20250616,10.1,20250616,22.9,20250616,72.13
04841,"Steinau,",19981001,20250616,53.6946,8.8735,20250616,16.7,20250616,13.2,20250616,20.8,20250616,77.67
04857,Mittelnkirchen-Hohenfelde,19901101,20250616,53.5534,9.6097,20250616,17.2,20250616,12.6,20250616,21.5,20250616,74.83
04878,Oberharz,19300101,20250616,51.6646,10.8811,20250616,14.8,20250616,8.9,20250616,20.3,20250616,71.96
04887,Stötten,19470101,20250616,48.6656,9.8648,20250616,14.9,20250616,11.9,20250616,19.7,20250616,77.63
04911,Straubing,19490501,20250616,48.8275,12.5597,20250615,22.4,20250615,15.5,20250615,31.4,20250615,66.63
04928,Stuttgart,19580101,20250616,48.8281,9.2000,20250616,18.4,20250616,14.6,20250616,22.9,20250616,69.04
04931,Stuttgart-Echterdingen,19530101,20250616,48.6883,9.2235,20250616,17.9,20250616,13.3,20250616,22.6,20250616,69.29
04978,Tann/Rhön,19860101,20250616,50.6390,10.0228,20250616,16.3,20250616,11.0,20250616,21.7,20250616,68.58
04997,Starkenberg-Tegkwitz,19941001,20250616,50.9771,12.3419,20250616,17.3,20250616,11.5,20250616,22.2,20250616,73.17
05009,Teterow,19470101,20250616,53.7610,12.5574,20250616,17.3,20250616,14.2,20250616,21.7,20250616,74.21
05014,Worpswede-Hüttenbusch,19520101,20250616,53.2758,8.9857,20250616,16.8,20250616,11.2,20250616,21.2,20250616,77.29
05017,Teuschnitz,19480101,20250616,50.4002,11.3888,20250616,15.3,20250616,11.7,20250616,19.5,20250616,68.71
05029,Tholey,19750601,20250616,49.4737,7.0385,20250616,17.8,20250616,11.9,20250616,22.7,20250616,65.29
05046,Tirschenreuth-Lodermühl,19670101,20250616,49.8576,12.3542,20250616,15.8,20250616,9.5,20250616,21.2,20250616,74.63
05064,Tönisvorst,20041201,20250616,51.2897,6.4437,20250616,18.7,20250616,11.9,20250616,25.7,20250616,71.04
05097,Tribsees,19910101,20250616,54.0654,12.7655,20250616,16.9,20250615,11.5,20250615,28.8,20250616,79.61
05099,Trier-Zewen,19070501,20250616,49.7326,6.6131,20250616,18.8,20250616,11.4,20250616,25.2,20250616,68.96
05100,Trier-Petrisberg,19370101,20250616,49.7479,6.6583,20250616,18.1,20250616,11.6,20250616,24.4,20250616,69.21
05109,Trollenhagen,20000701,20250616,53.5998,13.3039,20250616,17.1,20250616,12.6,20250616,21.4,20250616,73.79
05111,Trostberg,19450101,20250616,48.0311,12.5396,20250616,16.4,20250616,13.1,20250616,20.4,20250616,79.67
05133,Twistetal-Mühlhausen,19980601,20250616,51.3344,8.9132,20250616,17.3,20250616,11.5,20250616,21.7,20250616,67.75
05142,Ueckermünde,19360901,20250616,53.7445,14.0698,20250616,17.6,20250616,15.2,20250616,21.0,20250616,75.17
05146,Uelzen,19510101,20250616,52.9414,10.5289,20250616,16.9,20250616,11.9,20250616,21.4,20250616,75.33
05149,Gollhofen,19510301,20250616,49.5679,10.1969,20250616,18.0,20250616,10.9,20250616,23.2,20250616,68.67
05158,Ummendorf,19871201,20250616,52.1601,11.1759,20250616,16.5,20250616,13.1,20250616,21.7,20250616,74.75
05229,Villingen-Schwenningen,19470101,20250616,48.0453,8.4608,20250616,15.7,20250616,9.9,20250616,21.4,20250616,75.71
05275,Waghäusel-Kirrlach,19851001,20250616,49.2445,8.5374,20250616,20.0,20250616,14.8,20250616,26.2,20250616,67.00
05279,Wesertal-Lippoldsberg,19510101,20250616,51.6194,9.5749,20250616,17.3,20250616,12.4,20250616,22.1,20250616,70.83
05280,Wittenborn,19810401,20250616,53.9224,10.2267,20250616,17.0,20250616,13.6,20250616,22.0,20250616,73.04
05300,Waldems-Reinborn,19510101,20250616,50.2596,8.3607,20250616,16.5,20250616,10.1,20250616,22.5,20250616,71.33
05335,Waltershausen,19450101,20250616,50.8963,10.5483,20250616,17.0,20250616,12.2,20250616,22.3,20250616,67.58
05347,Warburg,19980101,20250616,51.5039,9.1118,20250616,17.1,20250616,11.4,20250616,22.1,20250616,69.58
05349,Waren,18890701,20250616,53.5196,12.6654,20250616,17.3,20250616,14.3,20250616,20.9,20250616,72.38
05371,Wasserkuppe,19230801,20250616,50.4973,9.9427,20250616,13.1,20250616,9.6,20250616,17.6,20250616,76.38
05397,Weiden,19470101,20250616,49.6662,12.1844,20250616,16.5,20250616,10.5,20250616,21.4,20250616,73.71
05404,Weihenstephan-Dürnast,19360701,20250616,48.4024,11.6946,20250616,17.2,20250616,13.5,20250616,21.6,20250616,75.54
05424,Weimar-Schöndorf,19490301,20250616,51.0177,11.3544,20250616,16.7,20250616,12.8,20250616,20.9,20250616,72.04
05426,Weinbiet,19530101,20250616,49.3758,8.1212,20250616,16.5,20250616,11.6,20250616,21.9,20250616,72.00
05433,Weiskirchen/Saar,19570101,20250616,49.5534,6.8120,20250616,17.9,20250616,11.4,20250616,25.5,20250616,65.92
05440,Weißenburg-Emetzheim,18790101,20250616,49.0115,10.9308,20250616,17.7,20250616,12.9,20250616,22.1,20250616,69.21
05480,Werl,19750101,20250616,51.5763,7.8879,20250616,17.6,20250616,10.4,20250616,23.6,20250616,74.54
05490,Wernigerode,19470101,20250616,51.8454,10.7686,20250616,16.8,20250616,11.7,20250616,22.7,20250616,65.46
05516,Fehmarn,19480101,20250616,54.5283,11.0606,20250616,16.5,20250616,14.5,20250616,19.1,20250616,82.83
05538,Wielenbach,19990201,20250616,47.8827,11.1576,20250616,16.8,20250616,13.2,20250616,21.0,20250616,75.29
05541,Wiesbaden-Auringen,19870601,20250616,50.1321,8.3169,20250616,17.7,20250616,11.9,20250616,23.4,20250616,66.79
05546,Wiesenburg,19670401,20250616,52.1206,12.4586,20250616,17.1,20250616,13.6,20250616,22.8,20250616,66.08
05562,Neubulach-Oberhaugstett,19950401,20250616,48.6516,8.6801,20250616,15.9,20250616,10.4,20250616,20.9,20250616,73.63
05629,Wittenberg,19370101,20250616,51.8891,12.6446,20250616,17.7,20250616,12.1,20250616,22.4,20250616,67.67
05640,Wittmundhafen,19690101,20250616,53.5444,7.6625,20250616,16.4,,,,,20250616,76.58
05643,Wittstock-Rote,19940301,20250616,53.1864,12.4949,20250616,17.4,20250616,13.3,20250616,22.6,20250616,73.79
05664,Wolfach,19580101,20250616,48.2953,8.2391,20250616,16.8,20250616,11.5,20250616,24.1,20250616,84.54
05688,Dachsberg-Wolpadingen,20181101,20250616,47.7004,8.1057,20250616,15.2,20250616,11.9,20250616,20.5,20250616,76.29
05692,Worms,19360101,20250616,49.6051,8.3659,20250616,19.1,20250616,13.3,20250616,24.6,20250616,67.92
05705,Würzburg,19470101,20250616,49.7704,9.9576,20250616,18.8,20250616,14.0,20250616,23.7,20250613,46.17
05715,Wunstorf,19740101,20250616,52.4626,9.4245,20250616,17.7,,,,,20250616,71.71
05717,Wuppertal-Buchenhofen,19370101,20250616,51.2256,7.1052,20250616,17.7,20250616,10.6,20250616,23.6,20250616,71.67
05731,Wutöschingen-Ofteringen,19610101,20250616,47.6783,8.3801,20250616,17.9,20250616,11.0,20250616,23.5,20250616,73.96
05745,Zehdenick,19480701,20250616,52.9664,13.3268,20250616,17.6,20250616,12.7,20250616,22.2,20250616,69.50
05750,Zeitz,19520901,20250616,51.0314,12.1495,20250616,17.3,20250616,14.3,20250616,22.2,20250616,70.92
05779,Zinnwald-Georgenfeld,19710101,20250616,50.7313,13.7516,20250616,11.7,20250615,13.1,20250615,26.4,20250611,83.83
05792,Zugspitze,19000801,20250616,47.4210,10.9848,20250616,0.9,20250616,-1.5,20250616,2.8,20250616,99.46
05797,Lichtentanne,18631203,20250616,50.6879,12.4329,20250616,16.2,20250616,11.3,20250616,20.7,20250616,77.79
05800,Zwiesel,19980101,20250616,49.0280,13.2385,20250616,15.9,20250616,12.2,20250616,19.7,20250616,76.96
05822,Bassum,19751001,20250616,52.8630,8.6989,20250616,16.9,20250616,11.6,20250616,21.3,20250616,78.46
05825,Berge,19530701,20250616,52.6198,12.7867,20250616,17.8,20250616,14.1,20250616,22.6,20250616,70.79
05839,Emden,19970701,20250616,53.3881,7.2287,20250616,16.4,20250616,10.8,20250616,20.6,20250616,78.58
05856,Fürstenzell,19961231,20250616,48.5451,13.3532,20250616,16.9,20250616,13.4,20250616,20.7,20250616,78.75
05871,Hahn,19981101,20250616,49.9463,7.2645,20250616,16.3,20250616,10.9,20250616,21.6,20250616,69.54
05906,Mannheim,19360101,20250616,49.5063,8.5584,20250616,19.1,20250616,13.6,20250616,24.8,20250616,70.04
05930,Schönhagen,19810801,20250616,54.6410,10.0238,20250616,16.4,20250616,12.4,20250616,21.2,20250616,79.38
06093,Wendisch,19980201,20250616,53.2139,10.4704,20250616,16.8,20250616,12.1,20250616,21.3,20250616,78.13
06105,Ostenfeld,19980601,20250616,54.3194,9.8051,20250616,16.5,20250616,13.6,20250616,20.5,20250616,77.46
06109,Grambow-Schwennenz,19981001,20250616,53.3837,14.3728,20250616,17.5,20250616,13.0,20250616,22.0,20250616,73.13
06129,Sohland/Spree,19990501,20250616,51.0594,14.4266,20250616,15.2,20250616,7.9,20250616,19.1,20250616,82.96
06157,Wangerland-Hooksiel,19990201,20250616,53.6411,8.0809,20250616,16.6,20250616,12.8,20250616,20.0,20250616,78.17
06158,Weidenbach-Weiherschneidbach,19990701,20250616,49.2249,10.6085,20250612,18.3,20250612,8.2,20250612,25.8,20250612,56.13
06159,Dörpen,19590301,20250616,52.9542,7.3197,20250616,16.7,20250616,11.0,20250616,21.6,20250616,78.71
06163,Dörnick,19991004,20250616,54.1654,10.3519,20250616,16.4,20250616,13.1,20250616,20.5,20250616,76.96
06170,Coschen,20000201,20250616,52.0192,14.7254,20250616,18.7,20250616,11.5,20250616,23.2,20250616,70.96
06197,Lügde-Paenbruch,20001011,20250616,51.8664,9.2710,20250616,16.2,20250616,11.2,20250616,20.7,20250616,76.17
06199,Steinhagen-Negast,20000801,20250616,54.2484,13.0419,20250616,16.9,20250616,14.3,20250616,20.5,20250616,80.08
06217,Saarbrücken-Burbach,20010401,20250616,49.2406,6.9351,20250616,18.7,20250616,12.6,20250616,25.5,20250616,69.29
06258,Friedrichshafen-Unterraderach,20030101,20250616,47.6845,9.4409,20250616,17.4,20250616,13.6,20250616,22.3,20250616,72.58
06259,Großerlach-Mannenweiler,20040601,20250616,49.0210,9.6033,20250616,16.5,20250616,13.2,20250616,21.7,20250616,73.33
06260,Ingelfingen-Stachenhausen,20021201,20250616,49.3328,9.7040,20250616,17.3,20250616,11.6,20250616,23.0,20250616,74.13
06262,Schwäbisch,20021101,20250616,48.7695,9.8737,20250616,16.8,20250616,10.5,20250616,23.0,20250616,74.38
06263,Singen,20040701,20250616,47.7738,8.8219,20250616,17.4,20250616,11.6,20250616,22.4,20250616,71.21
06264,Brilon-Thülen,20040601,20250616,51.4140,8.6500,20250616,15.5,20250616,11.2,20250616,19.7,20250616,76.25
06265,Wusterwitz,20040501,20250616,52.3613,12.3867,20250616,18.2,20250616,12.1,20250616,23.6,20250616,63.96
06266,Huy-Pabstorf,20040901,20250616,52.0304,10.9626,20250616,17.5,20250616,13.6,20250616,24.2,20250616,71.08
06272,"Salzungen,",20041001,20250616,50.8426,10.2518,20250616,16.9,20250616,10.3,20250616,22.2,20250616,70.88
06273,Demker,20040601,20250616,52.5075,11.8551,20250616,18.2,20250616,13.1,20250616,23.2,20250616,64.88
06275,Notzingen,20040701,20250616,48.6705,9.4627,20250616,17.8,20250616,10.5,20250616,24.2,20250616,71.75
06305,Mühlhausen/Thüringen-Görmar,20041201,20250616,51.2061,10.4978,20250616,17.5,20250616,10.6,20250616,22.4,20250616,68.67
06310,Karlshagen,20040801,20250616,54.1049,13.8239,20250616,17.5,20250616,14.6,20250616,21.0,20250616,76.29
06314,Nossen,19490201,20250616,51.0507,13.3003,20250616,16.0,20250616,13.5,20250616,20.2,20250616,75.42
06336,Lohr/Main-Halsbach,20051101,20250616,50.0132,9.6540,20250616,17.7,20250616,11.0,20250616,22.8,20250616,69.67
06337,Lüdinghausen-Brochtrup,20040801,20250616,51.7663,7.5194,20250616,17.5,20250616,10.3,20250616,23.3,20250616,78.17
06344,Runkel-Ennerich,20041201,20250616,50.3940,8.1423,20250616,18.0,20250616,10.6,20250616,23.8,20250616,71.79
06346,Maisach-Galgen,20050201,20250616,48.2070,11.2035,20250616,16.8,20250616,13.6,20250616,21.4,20250616,76.50
06347,Schonungen-Mainberg,20050301,20250616,50.0579,10.2972,20250616,17.8,20250616,11.7,20250616,24.2,20250616,66.58
07075,Elsendorf-Horneck,20050201,20250616,48.7020,11.8493,20250616,17.8,20250616,13.9,20250616,22.6,20250616,74.29
07105,Siegsdorf-Höll,20050601,20250616,47.8350,12.6548,20250616,14.8,20250616,12.6,20250616,17.3,20250616,82.67
07106,Bielefeld-Deppendorf,20060901,20250616,52.0714,8.4565,20250616,16.5,20250616,10.4,20250616,22.4,20250616,79.04
07187,Freudenberg/Main-Boxtal,20041201,20250616,49.7636,9.4063,20250616,18.0,20250616,12.2,20250616,23.8,20250616,70.38
07298,Hattstedt,20050701,20250616,54.5268,9.0425,20250616,16.4,20250616,13.9,20250616,20.7,20250616,76.88
07319,Donauwörth-Osterweiler,20050301,20250616,48.7374,10.7393,20250616,17.0,20250616,12.4,20250616,22.0,20250616,72.21
07321,Olbersleben,20050901,20250616,51.1507,11.3321,20250616,17.3,20250616,10.5,20250616,22.5,20250616,72.25
07329,Treuen,20051101,20250616,50.5467,12.2863,20250616,16.0,20250616,10.9,20250616,20.4,20250616,76.83
07330,Arnsberg-Neheim,20051001,20250616,51.4633,7.9780,20250616,16.1,20250616,8.7,20250616,22.2,20250616,77.25
07331,Hermaringen-Allewind,20050901,20250616,48.6099,10.2674,20250616,16.5,20250616,11.9,20250616,21.9,20250616,76.21
07341,Offenbach-Wetterpark,20050715,20250616,50.0900,8.7862,20250616,18.7,20250616,12.8,20250616,24.3,20250616,68.04
07343,Deutschneudorf-Brüderwiese,20060401,20250616,50.6200,13.4817,20250616,13.1,20250616,9.3,20250616,17.1,20250616,84.50
07351,Feldberg/Mecklenburg,20050908,20250616,53.3176,13.4175,20250616,17.0,20250616,12.4,20250616,21.1,20250616,72.13
07364,Jeßnitz,20070101,20250616,51.6818,12.3053,20250616,17.6,20250616,12.2,20250616,23.3,20250616,68.92
07367,Alfeld,20071201,20250616,51.9643,9.8072,20250616,16.8,20250616,11.3,20250616,21.2,20250616,71.88
07368,Eisenach,20071101,20250616,51.0007,10.3621,20250616,16.9,20250616,12.2,20250616,21.4,20250616,70.38
07369,Feuchtwangen-Heilbronn,20071101,20250616,49.1623,10.3661,20250616,16.3,20250616,9.1,20250616,21.7,20250616,71.38
07370,Waldmünchen,20061211,20250616,49.3910,12.6838,20250616,15.8,20250616,10.3,20250616,21.0,20250616,80.54
07373,Borkum-Flugplatz,20060301,20250616,53.5984,6.7024,20250616,16.5,20250616,12.2,20250616,19.0,20250616,80.25
07374,Ahaus,20060301,20250616,52.0813,6.9409,20250616,17.5,20250616,10.2,20250616,23.3,20250616,74.33
07389,Heckelberg,20061201,20250616,52.7461,13.8427,20250616,17.6,20250616,13.3,20250616,23.3,20250616,69.33
07393,Hoyerswerda,20100101,20250616,51.4492,14.2533,20250616,17.5,20250616,11.5,20250616,22.2,20250616,74.71
07394,Wunsiedel-Schönbrunn,20060601,20250616,50.0315,11.9745,20250616,15.1,20250616,11.0,20250616,19.4,20250616,73.75
07395,Gottfrieding,20071201,20250616,48.6595,12.5388,20250616,18.0,20250616,14.3,20250616,22.6,20250616,75.29
07396,Hoherodskopf/Vogelsberg,20080501,20250616,50.5084,9.2246,20250616,14.2,20250616,10.3,20250616,19.1,20250616,74.83
07403,Leutkirch-Herlazhofen,20070401,20250616,47.7955,10.0325,20250616,15.1,20250616,9.6,20250616,19.6,20250616,81.42
07410,Neu-Ulrichstein,20110201,20250616,50.7513,9.0224,20250616,16.9,20250616,11.9,20250616,22.4,20250616,68.96
07412,Neuhütten/Spessart,20061001,20250616,50.0083,9.4238,20250616,17.0,20250616,11.0,20250616,22.7,20250616,72.29
07419,Langenwetzendorf-Göttendorf,20061201,20250616,50.6610,12.0756,20250616,16.2,20250616,10.7,20250616,21.1,20250616,77.67
07420,Naumburg/Saale-Kreipitzsch,20070401,20250616,51.1045,11.7113,20250616,17.2,20250616,13.2,20250616,21.4,20250616,72.25
07424,Piding,20061201,20250616,47.7724,12.9073,20250616,16.9,20250616,12.7,20250616,20.1,20250616,78.38
07427,Padenstedt,20070901,20250616,54.0188,9.9255,20250616,16.7,20250616,14.0,20250616,20.6,20250616,75.00
07428,Veilsdorf,20070501,20250616,50.4167,10.8156,20250616,17.0,20250616,9.8,20250616,22.5,20250616,66.54
07431,Oberhaching-Laufzorn,20071101,20250616,48.0130,11.5524,20250616,16.4,20250616,12.4,20250616,20.8,20250616,76.50
07432,Wittingen-Vorhop,20070501,20250616,52.6423,10.6628,20250616,17.1,20250616,10.4,20250616,22.3,20250616,72.17
13670,Duisburg-Baerl,20070601,20250616,51.5088,6.7018,20250616,18.4,20250616,11.0,20250616,25.0,20250616,74.13
13674,Waibstadt,20070801,20250616,49.2943,8.9053,20250616,18.6,20250616,13.0,20250616,23.6,20250616,72.38
13675,Hameln-Hastenbeck,20071101,20250616,52.0818,9.4077,20250616,17.3,20250616,11.4,20250616,22.6,20250616,74.04
13696,Waltrop-Abdinghof,20071201,20250616,51.5966,7.4048,20250616,17.8,20250616,10.3,20250616,23.9,20250616,72.96
13700,Gevelsberg-Oberbröking,20080501,20250616,51.3329,7.3412,20250616,17.3,20250616,10.7,20250616,22.6,20250616,71.71
13710,Landshut-Reithof,20080401,20250616,48.5734,12.2576,20250616,17.7,20250616,13.5,20250616,22.6,20250616,72.00
13711,Krölpa-Rockendorf,20071201,20250616,50.6820,11.5150,20250616,17.2,20250616,11.6,20250616,22.2,20250616,71.17
13713,Meinerzhagen-Redlendorf,20071101,20250616,51.0899,7.6289,20250616,15.9,20250616,9.1,20250616,21.5,20250616,77.17
13777,Helmstedt-Emmerstedt,20080601,20250616,52.2467,10.9592,20250616,16.8,20250616,10.1,20250616,22.2,20250616,72.79
13965,Balingen-Bronnhaupten,20081201,20250616,48.2639,8.8134,20250616,15.6,20250616,10.8,20250616,20.8,20250616,78.29
15000,Aachen-Orsbach,20110401,20250616,50.7983,6.0244,20250616,18.0,20250616,10.9,20250616,23.4,20250616,68.92
15207,Schauenburg-Elgershausen,20131101,20250616,51.2835,9.3590,20250616,16.4,20250616,12.3,20250616,20.9,20250616,70.08
15444,Ulm-Mähringen,20140901,20250616,48.4418,9.9216,20250616,15.3,20250616,10.5,20250616,20.7,20250616,78.04
15555,Kaufbeuren-Oberbeuren,20160501,20250616,47.8761,10.5849,20250616,14.3,20250616,11.6,20250616,17.6,20250616,81.21
15813,Lingen-Baccum,20220301,20250616,52.5126,7.4131,20250616,17.8,20250616,11.5,20250616,23.1,20250616,71.13
19171,Hasenkrug-Hardebek,20200901,20250616,54.0039,9.8555,20250616,17.0,20250616,14.0,20250616,21.2,20250616,74.25
19172,Wacken,20200901,20250616,54.0246,9.3880,20250616,16.5,20250616,13.7,20250616,20.6,20250616,76.42
19207,Gülzow-Prüzen,20230401,20250616,53.8178,12.0645,20250616,17.1,20250616,13.9,20250616,21.1,20250616,75.50
19856,Schönau,20240801,20250616,47.6134,12.9819,20250616,15.8,20250616,13.2,20250616,17.4,20250616,81.71
20098,Seebach,20250401,20250616,48.5651,8.2284,20250616,12.9,20250616,10.1,20250616,17.1,20250616,79.88
