station_id,von_datum,bis_datum,geoBreite,geoLaenge
04474,19540101,19731231,49.7961,7.7583
04477,19570101,20100501,47.8208,8.1860
04479,19540101,19850930,50.3849,9.5358
04480,19851001,20250611,50.3447,9.5533
04484,19610101,19710331,53.6615,10.2543
04485,20050201,20170228,50.7250,10.4539
04489,19470101,19621231,51.8833,10.7667
04490,19660101,20021231,49.4149,6.8360
04496,19550101,19741231,51.6826,12.7348
04501,19360101,20250611,50.6545,10.7696
04505,19470101,19870131,50.4988,12.4534
04508,19530101,20250611,50.2968,6.4194
04517,19470101,20081130,48.7859,8.6451
04548,20070701,20250611,50.1847,12.0791
04549,19770501,20100930,48.1002,8.1969
04556,19720901,20000831,48.1402,8.1991
04557,19530101,20021031,47.6464,7.8440
04559,19960501,20250611,49.1644,12.6175
04560,19490101,20220102,50.4925,9.1226
04571,19690601,19970331,51.8369,10.4312
04576,19770401,19810731,49.3261,11.0120
04581,19510101,20021031,48.7768,9.8025
04582,19830401,20010731,49.0823,9.6892
04583,19911126,20081226,48.7868,9.7456
04584,19700401,19790531,48.3667,11.8000
04586,19910101,19980630,50.1394,8.0627
04592,19551021,20250611,49.3278,12.0871
04593,19950701,19991130,51.9639,11.1208
04597,19450101,20101231,47.5769,10.7181
04605,19490705,20250611,50.6441,11.1936
04606,19600101,19801231,51.5167,14.3500
04612,19360101,19650630,50.5513,12.7678
04621,19580501,20031231,50.0575,10.2160
04625,18900101,20250611,53.6424,11.3871
04629,19721001,19991130,54.5166,9.1420
04642,19761001,20250611,52.8911,11.7297
04649,19470101,19560531,50.8698,7.3228
04651,19370101,20250611,51.9040,10.1885
04656,19510101,19730630,53.9278,10.2993
04663,19820201,20110412,50.1633,12.1188
04664,19410101,20000630,50.1969,12.1727
04665,19690101,19750531,49.5281,7.0417
04678,19700101,19880729,53.5833,8.0333
04692,19370101,20181130,50.8534,7.9966
04702,20000702,20071101,48.1000,9.2500
04703,19510101,20250611,48.0719,9.1943
04704,19880501,20250611,47.5776,9.7404
04705,19470101,19531210,49.7595,12.3891
04706,19810101,20250611,48.2718,13.0273
04709,19790401,20250611,49.9996,7.5981
04719,19980101,20070828,49.2447,8.8787
04729,19890701,20040229,50.2882,9.4583
04735,19770101,19861231,48.7833,8.0833
04741,19360101,20021231,51.1400,7.0930
04745,19350101,20250611,52.9604,9.7930
04748,18610101,20250611,51.3691,10.8800
04752,19450701,20080701,50.3746,11.1828
04763,19610101,20250611,51.0607,9.9266
04765,19510101,19801231,51.2800,9.9847
04775,19520101,19651231,49.7858,11.8211
04782,19650401,19911231,51.6040,12.1093
04806,19510501,19831231,50.7832,11.0880
04813,20200801,20250611,50.0806,11.0467
04818,19640401,20001231,50.1531,11.7402
04837,19851201,19900930,47.9869,7.9466
04841,19981001,20250611,53.6946,8.8735
04847,19700101,19751231,51.3629,9.6902
04857,19901101,20250611,53.5534,9.6097
04878,19300101,20250611,51.6646,10.8811
04880,19841201,20250611,49.0878,10.1240
04881,19771001,19940731,47.8591,9.0152
04886,19751101,20070526,53.8333,9.3667
04887,19470101,20250611,48.6656,9.8648
04896,19741201,20221130,54.6654,9.8050
04911,19490501,20250611,48.8275,12.5597
04919,19771001,20250611,54.4965,8.8069
04926,19460101,20130514,48.7896,9.2167
04927,19490801,19840731,48.7693,9.1814
04928,19580101,20250611,48.8281,9.2000
04929,19840901,19850531,48.8333,9.2000
04931,19530101,20250611,48.6883,9.2235
04933,19000101,19770630,48.7091,9.2147
04939,19470101,19581231,51.7333,11.1167
04945,19500901,19830424,51.6000,10.6833
04947,19880817,20250611,52.2317,10.9200
04963,19590101,19871231,51.4667,10.8000
04966,19390401,19571231,50.8696,10.5106
04977,19930101,20020430,52.5447,11.9724
04978,19860101,20250611,50.6390,10.0228
04987,19860501,20040630,49.6122,9.6747
04996,19360101,19991031,47.7099,11.7639
04997,19941001,20250611,50.9771,12.3419
05009,19470101,20250611,53.7610,12.5574
05014,19520101,20250611,53.2758,8.9857
05017,19480101,20250611,50.4002,11.3888
05029,19750601,20250611,49.4737,7.0385
05032,19860501,20031231,49.8850,9.8469
05039,19680301,19981231,50.8430,10.1613
05046,19670101,20250611,49.8576,12.3542
05047,19480101,19951231,47.9394,8.1933
05049,19570101,20080501,47.8991,8.1460
05059,19821001,20021231,47.7279,7.9988
05063,19360101,20070531,47.7566,11.5819
05064,20041201,20250611,51.2897,6.4437
05067,19370101,19660930,51.7643,9.5628
05068,19360101,19901231,51.5833,13.0000
05074,19360101,19601231,47.8663,12.6566
05075,19711001,20040630,47.8516,12.6182
05078,19400101,20250611,53.9619,10.8892
05088,19910101,20001231,54.5337,13.2460
05094,19490101,20011231,48.1316,8.2283
05095,19750701,20010901,48.1288,8.2330
05097,19910101,20250611,54.0654,12.7655
05099,19070501,20250611,49.7326,6.6131
05100,19370101,20250611,49.7479,6.6583
05105,19470101,19730228,48.3132,9.2472
05107,19880601,20031231,48.2814,9.3137
05109,20000701,20250611,53.5998,13.3039
05111,19450101,20250611,48.0311,12.5396
05120,19500101,19820430,48.5198,9.0515
05127,19910201,20031231,48.0083,8.8179
05128,19790601,19901231,47.9682,8.7899
05133,19980601,20250611,51.3344,8.9132
05138,19460101,20031231,47.7713,9.1562
05142,19360901,20250611,53.7445,14.0698
05146,19510101,20250611,52.9414,10.5289
05149,19510301,20250611,49.5679,10.1969
05154,19740101,19960930,48.4000,9.9833
05155,19440101,20140901,48.3837,9.9524
05158,19871201,20250611,52.1601,11.1759
05165,19480201,20061231,52.8499,10.2898
05185,19711101,20061231,49.5933,11.0704
05226,19870611,20011117,47.9530,10.9151
05229,19470101,20250611,48.0453,8.4608
05236,19590101,19791231,52.8318,8.3112
05244,19610101,19820228,49.2581,6.8612
05245,19760101,19990831,49.2495,6.8804
05249,19871208,19901231,47.9500,12.1833
05250,19360101,20031231,48.0908,7.6353
05252,19470101,19571231,52.1030,9.5845
05267,19630601,19751231,52.0722,11.0222
05275,19851001,20250611,49.2445,8.5374
05277,19980101,20090630,50.8119,9.1280
05279,19510101,20250611,51.6194,9.5749
05280,19810401,20250611,53.9224,10.2267
05282,19170101,19740630,51.1197,13.6744
05284,19780101,19911231,48.8279,9.3228
05289,19830101,20080430,48.4918,8.5612
05291,19480101,19611231,47.9760,8.1558
05296,19470101,19890430,51.2070,9.0658
05300,19510101,20250611,50.2596,8.3607
05306,19711201,20031231,48.9293,13.4641
05308,19700409,19861231,52.8009,10.7562
05317,19490101,19571231,50.0097,12.2979
05319,19810801,20250611,47.9167,9.7076
05320,19530101,19910630,47.6172,8.2388
05327,19810714,20250611,49.5789,9.3974
05335,19450101,20250611,50.8963,10.5483
05344,19410301,20061231,53.7865,7.9096
05347,19980101,20250611,51.5039,9.1118
05349,18890701,20250611,53.5196,12.6654
05361,19490101,20051231,50.6271,9.4420
05369,19471201,19931231,48.0572,12.2202
05371,19230801,20250611,50.4973,9.9427
05377,19480101,19530930,47.5714,12.9337
05397,19470101,20250611,49.6662,12.1844
05398,19480101,19710630,49.1965,10.6487
05403,19911101,20041231,49.5900,10.2588
05404,19360701,20250611,48.4024,11.6946
05410,19470101,19930630,50.4732,8.2594
05412,19910531,20250611,47.6802,8.1964
05419,19500101,20070630,50.9751,11.3076
05424,19490301,20250611,51.0177,11.3544
05426,19530101,20250611,49.3758,8.1212
05429,19530101,19840630,49.1512,9.2920
05431,19470101,19760930,53.0333,11.8000
05433,19570101,20250611,49.5534,6.8120
05434,19510101,19920531,50.0858,11.2364
05435,19810101,20031231,48.8457,8.9073
05440,18790101,20250611,49.0115,10.9308
05442,19490401,20051231,51.2002,11.9154
05445,19830201,20071231,51.2120,10.9956
05453,19920601,20031231,48.1880,7.6976
05460,19781201,19840731,48.1477,8.6954
05463,19941201,20000131,52.0654,14.6898
05467,19510101,20120921,47.7035,12.0119
05480,19750101,20250611,51.5763,7.8879
05488,19490101,19860331,49.9622,10.0482
05490,19470101,20250611,51.8454,10.7686
05498,18681020,20041130,49.7667,9.5428
05514,19360101,19611231,54.8990,8.3117
05515,19650101,19861231,54.9231,8.3080
05516,19480101,20250611,54.5283,11.0606
05533,19901201,20031231,51.6170,10.5843
05538,19990201,20250611,47.8827,11.1576
05541,19870601,20250611,50.1321,8.3169
05543,19600101,19860731,50.0863,8.1872
05546,19670401,20250611,52.1206,12.4586
05559,19490101,20010630,48.7848,8.5764
05560,19460101,20031130,48.7501,8.5365
05562,19950401,20250611,48.6516,8.6801
05564,19750101,19920331,51.1167,6.2167
05568,19470101,20010331,51.1056,9.1081
05575,19160101,19980630,53.5901,8.1060
05582,19400101,20051231,51.2940,8.6026
05583,19830801,20060131,51.2818,8.6673
05609,19940801,20020331,48.8031,9.4699
05610,19580101,20081231,51.1872,8.5079
05624,19470101,19501231,53.9026,11.4254
05629,19370101,20250611,51.8891,12.6446
05640,19690101,20250611,53.5444,7.6625
05642,20000702,20010928,53.1833,12.5167
05643,19940301,20250611,53.1864,12.4949
05644,19480101,19990831,51.3493,9.8438
05654,19480701,20071231,49.2178,10.2296
05663,19790101,19961130,53.4618,13.6099
05664,19580101,20250611,48.2953,8.2391
05665,19791001,20100501,47.8180,9.7970
05675,19610101,19880831,52.4411,10.7587
05676,19810401,20240102,52.3962,10.6892
05681,19810901,19981231,49.5811,7.6234
05688,20181101,20250611,47.7004,8.1057
05692,19360101,20250611,49.6051,8.3659
05703,19510101,19860131,49.7964,9.8949
05705,19470101,20250611,49.7704,9.9576
05707,18800101,19530131,49.7995,9.9280
05715,19740101,20250611,52.4626,9.4245
05717,19370101,20250611,51.2256,7.1052
05719,20041001,20091210,51.2051,7.2000
05728,19520401,19811231,52.8039,12.8714
05731,19610101,20250611,47.6783,8.3801
05732,18870701,20030630,54.6928,8.5271
05745,19480701,20250611,52.9664,13.3268
05750,19520901,20250611,51.0314,12.1495
05761,19031101,19801231,51.9642,12.0996
05770,19520301,19821231,50.6132,11.6472
05778,19910101,20040731,54.0801,13.8989
05779,19710101,20250611,50.7313,13.7516
05781,19390301,19430831,50.8849,14.8112
05792,19000801,20250611,47.4210,10.9848
05797,18631203,20250611,50.6879,12.4329
05800,19980101,20250611,49.0280,13.2385
05802,19480101,20030930,49.0007,13.2137
05821,19610101,19761231,52.8482,8.7190
05822,19751001,20250611,52.8630,8.6989
05825,19530701,20250611,52.6198,12.7867
05832,19460101,19541130,53.1007,11.0455
05839,19970701,20250611,53.3881,7.2287
05841,19770301,19790228,48.6667,8.4667
05851,19970312,20250611,51.0806,8.8769
05856,19961231,20250611,48.5451,13.3532
05871,19981101,20250611,49.9463,7.2645
05877,19970310,20250611,54.3160,10.8002
05885,19510101,19770531,48.6582,9.4203
05890,19510101,19910731,47.6777,11.0473
05898,19490301,19840630,48.8943,9.2058
05904,19780501,20050131,48.6493,11.7772
05906,19360101,20250611,49.5063,8.5584
05912,19500101,20031231,51.0988,9.5380
05920,19500101,19970731,50.4485,7.4275
05930,19810801,20250611,54.6410,10.0238
05941,19450101,20250331,47.6754,12.4698
05971,19510101,19630228,48.8787,9.6342
06086,19971101,20000630,52.7786,13.7590
06091,19971008,20250611,53.7674,7.6721
06093,19980201,20250611,53.2139,10.4704
06095,19980501,19990930,51.0838,13.4486
06096,19980717,20250611,49.1423,10.7301
06097,19981104,20250611,54.4738,12.5014
06098,20000503,20100430,47.8147,9.0237
06099,20000420,20250611,47.7020,8.7318
06101,19991216,20250611,54.1323,11.6719
06102,19990331,20250611,47.5396,9.6843
06103,20000606,20250611,47.4287,11.2616
06105,19980601,20250611,54.3194,9.8051
06106,20020630,20250611,53.3311,12.7149
06107,19990414,20250611,47.8076,9.1035
06108,20010627,20250611,53.7197,9.4192
06109,19981001,20250611,53.3837,14.3728
06110,19980901,20040831,53.8545,13.4949
06112,19981001,20000131,54.2670,13.1430
06129,19990501,20250611,51.0594,14.4266
06136,19820801,19950430,50.7000,8.3000
06157,19990201,20250611,53.6411,8.0809
06158,19990701,20250611,49.2249,10.6085
06159,19590301,20250611,52.9542,7.3197
06163,19991004,20250611,54.1654,10.3519
06170,20000201,20250611,52.0192,14.7254
06181,19870601,19921231,51.3154,9.4281
06182,20000401,20120327,48.7757,12.1743
06183,19760201,19891231,54.9101,8.3268
06184,19880801,20090615,53.5333,8.1667
06186,20000401,20190527,50.1989,7.8651
06189,19710101,19950831,53.1333,9.3500
06192,20000201,20081031,49.8083,7.8458
06196,20000901,20250611,50.1587,12.0386
06197,20001011,20250611,51.8664,9.2710
06199,20000801,20250611,54.2484,13.0419
06211,19870610,20250611,47.9550,12.1735
06217,20010401,20250611,49.2406,6.9351
06219,20010701,20011031,48.8768,11.1043
06221,19910903,19940630,53.5084,7.0781
06238,20011123,20170729,47.9946,11.2690
06242,20181019,20210701,50.4088,7.4890
06243,20180712,20250611,49.2506,8.4422
06244,20180712,20250611,49.3650,9.0804
06245,20180611,20250611,49.0423,9.1733
06247,20180701,20250611,47.6078,8.1813
06253,20011001,20250611,52.4228,12.5667
06255,20181018,20181231,49.4667,6.3968
06258,20030101,20250611,47.6845,9.4409
06259,20040601,20250611,49.0210,9.6033
06260,20021201,20250611,49.3328,9.7040
06262,20021101,20250611,48.7695,9.8737
06263,20040701,20250611,47.7738,8.8219
06264,20040601,20250611,51.4140,8.6500
06265,20040501,20250611,52.3613,12.3867
06266,20040901,20250611,52.0304,10.9626
06272,20041001,20250611,50.8426,10.2518
06273,20040601,20250611,52.5075,11.8551
06275,20040701,20250611,48.6705,9.4627
06277,19710101,19900430,52.4167,10.6667
06304,20021001,20061231,49.3533,11.5053
06305,20041201,20250611,51.2061,10.4978
06310,20040801,20250611,54.1049,13.8239
06312,20041101,20200930,49.5314,10.6418
06314,19490201,20250611,51.0507,13.3003
06336,20051101,20250611,50.0132,9.6540
06337,20040801,20250611,51.7663,7.5194
06344,20041201,20250611,50.3940,8.1423
06346,20050201,20250611,48.2070,11.2035
06347,20050301,20250611,50.0579,10.2972
07075,20050201,20250611,48.7020,11.8493
07099,20041101,20211004,52.0111,10.3966
07105,20050601,20250611,47.8350,12.6548
07106,20060901,20250611,52.0714,8.4565
07135,19510101,20041231,47.9655,9.6804
07187,20041201,20250611,49.7636,9.4063
07244,19670101,20040930,53.1424,13.0319
07298,20050701,20250611,54.5268,9.0425
07308,19850206,20180125,47.8847,11.1540
07319,20050301,20250611,48.7374,10.7393
07321,20050901,20250611,51.1507,11.3321
07325,20110901,20170116,47.4165,10.9795
07329,20051101,20250611,50.5467,12.2863
07330,20051001,20250611,51.4633,7.9780
07331,20050901,20250611,48.6099,10.2674
07341,20050715,20250611,50.0900,8.7862
07343,20060401,20250611,50.6200,13.4817
07350,20060801,20250430,49.1088,12.8231
07351,20050908,20250611,53.3176,13.4175
07364,20070101,20250611,51.6818,12.3053
07367,20071201,20250611,51.9643,9.8072
07368,20071101,20250611,51.0007,10.3621
07369,20071101,20250611,49.1623,10.3661
07370,20061211,20250611,49.3910,12.6838
07373,20060301,20250611,53.5984,6.7024
07374,20060301,20250611,52.0813,6.9409
07389,20061201,20250611,52.7461,13.8427
07391,20120201,20250611,49.5561,8.9669
07392,20080101,20250611,50.3332,10.4487
07393,20100101,20250611,51.4492,14.2533
07394,20060601,20250611,50.0315,11.9745
07395,20071201,20250611,48.6595,12.5388
07396,20080501,20250611,50.5084,9.2246
07403,20070401,20250611,47.7955,10.0325
07410,20110201,20250611,50.7513,9.0224
07412,20061001,20250611,50.0083,9.4238
07416,20080911,20250611,51.0112,8.2733
07419,20061201,20250611,50.6610,12.0756
07420,20070401,20250611,51.1045,11.7113
07424,20061201,20250611,47.7724,12.9073
07427,20070901,20250611,54.0188,9.9255
07428,20070501,20250611,50.4167,10.8156
07431,20071101,20250611,48.0130,11.5524
07432,20070501,20250611,52.6423,10.6628
10510,20090101,20250611,48.8059,9.5046
13667,20061123,20080706,48.0006,7.8450
13670,20070601,20250611,51.5088,6.7018
13674,20070801,20250611,49.2943,8.9053
13675,20071101,20250611,52.0818,9.4077
13676,20100101,20250611,48.8608,12.0323
13693,20080611,20250611,51.9258,8.3111
13696,20071201,20250611,51.5966,7.4048
13700,20080501,20250611,51.3329,7.3412
13701,20080901,20250611,51.1945,9.9885
13710,20080401,20250611,48.5734,12.2576
13711,20071201,20250611,50.6820,11.5150
13713,20071101,20250611,51.0899,7.6289
13776,20080301,20101231,52.1789,9.9524
13777,20080601,20250611,52.2467,10.9592
13876,19220101,19450131,50.7667,13.7333
13886,19370401,19720930,50.7000,11.6000
13898,19540101,19770731,51.4667,10.3000
13900,19950101,20250611,50.2688,9.3580
13901,19790201,20250611,51.7343,7.1998
13904,20080928,20081230,55.0000,6.3333
13932,19870521,20250611,48.3617,13.1938
13952,20090201,20250611,51.4089,8.0094
13965,20081201,20250611,48.2639,8.8134
14003,19741001,19800930,47.8619,10.6144
14138,20090914,20170116,52.1655,14.1224
14311,19610101,20051231,50.1500,6.5527
15000,20110401,20250611,50.7983,6.0244
15044,20111001,20250611,50.4517,7.4058
15120,20120301,20250611,51.5572,8.7019
15122,20120401,20250611,49.5200,10.2854
15189,20130501,20250611,53.8281,12.5936
15190,20180701,20250611,51.6802,6.4349
15194,20240401,20250611,52.0688,10.6245
15200,20130601,20250611,51.2531,7.2157
15207,20131101,20250611,51.2835,9.3590
15214,20131101,20250611,47.6248,10.8075
15444,20140901,20250611,48.4418,9.9216
15520,20150901,20250611,47.8190,12.2956
15526,18910101,19351231,53.5467,9.9716
15547,20161001,20250611,49.1259,9.1428
15555,20160501,20250611,47.8761,10.5849
15801,20201001,20250611,48.8257,13.5922
15813,20220301,20250611,52.5126,7.4131
15911,20210601,20250611,51.1347,14.4344
15926,19510101,19551020,49.3410,12.1330
15951,19760401,20040831,49.2121,7.5882
15963,19540101,20041130,51.3258,6.5089
15964,18870701,19550710,51.3300,6.5600
15965,19690501,19840831,50.3102,9.7838
15976,20200402,20250611,49.9529,8.2107
15978,20200402,20250611,49.5044,7.8618
15979,19480101,19790331,49.9311,7.5153
16085,19600701,19611231,53.5874,8.6011
19087,19570501,19951130,48.8049,13.5528
19171,20200901,20250611,54.0039,9.8555
19172,20200901,20250611,54.0246,9.3880
19207,20230401,20250611,53.8178,12.0645
19243,20240101,20250611,54.6831,8.4721
19317,19740101,19810630,48.2333,11.5667
19318,19461101,19781231,50.7180,10.4310
19364,19371201,19771231,50.6167,10.8167
19378,19580101,19771231,50.8333,10.5833
19406,19450301,19610930,51.0833,11.6333
19433,19380401,19611231,50.8188,10.3443
19510,19500101,19710106,51.1000,12.3300
19576,20230901,20230908,49.8044,8.8582
19579,19710101,20051031,47.8194,8.3348
19580,19750101,20051231,48.4951,9.4003
19581,19740601,20050331,48.6671,8.4700
19582,19510101,20010831,48.1419,8.4255
19607,19720501,20010430,50.6952,13.4972
19617,19410101,20061231,49.7391,10.6039
19631,18810601,19691231,50.8083,10.2294
19647,19510101,20051031,49.4547,8.9794
19774,19710819,19940228,51.4814,10.8057
19781,19410101,19531231,48.7429,11.4233
19794,19470101,19541231,49.4415,11.8529
19831,19490101,19950331,48.5957,8.7290
19856,20240801,20250611,47.6134,12.9819
19911,19631101,19860930,50.9625,10.0663
19985,19810101,20031231,48.8457,8.9073
19989,19360101,20120630,50.0681,8.2603
20007,18820101,19151231,50.8422,12.8770
20098,20250401,20250611,48.5651,8.2284
